id,author,average_word_length,standard_deviation_of_word_length,vocabulary_richness_measures,K_vocabulary_richness,R_vocabulary_richness,C_vocabulary_richness,H_vocabulary_richness,S_vocabulary_richness,k_vocabulary_richness,LN_vocabulary_richness,entropy,average_word_length,stddev_of_word_length,total_number_of_characters,frequency_of_alpha_characters,frequency_of_uppercase_characters,frequency_of_lowercase_characters,frequency_of_special_characters,frequency_of_digital_characters,frequency_of_whitespace_character,alpha_chars_ratio,uppercase_chars_ratio,lowercase_chars_ratio,special_chars_ratio,digital_chars_ratio,whitespace_chars_ratio,total_number_of_sentences,average_number_of_words_per_sentence,frequency_of_noun,frequency_of_proper_noun,frequency_of_pronoun,frequency_of_ordinal_adjectives,frequency_of_comparative_adjectives,frequency_of_superlative_adjectives,frequency_of_adverbs,frequency_of_comparative_adverbs,frequency_of_superlative_adverbs,frequency_of_modal_auxiliary,frequency_of_base_form_verb,frequency_of_past_verb,frequency_of_present_participle_verb,frequency_of_past_participle_verb,frequency_of_particle,frequency_of_wh_words,frequency_of_conjunction,frequency_of_numerical_word,frequency_of_determiner,frequency_of_existential_there,frequency_of_existential_to,frequency_of_preposition,frequency_of_genitive_marker,frequency_of_quotation,frequency_of_comma,frequency_of_terminator,total_number_of_words,total_number_of_distinct_words
732,Charles_Dickens,3.98381,0.0546917,0.402502,106.753,14.8381,0.873857,721.45,0.153565,3.19036,-0.138609,551.564,3.98381,0.0546917,6896,5327,255,5072,228,0,1341,0.772477,0.036978,0.735499,0.0330626,0,0.194461,71,96.338,237,172,135,66,4,2,51,0,1,17,77,98,19,30,13,27,85,8,111,1,41,154,20,0,69,16,1359,547
733,Charles_Dickens,4.10152,0.00273389,0.402466,134.789,14.9455,0.8741,722.911,0.142342,3.19444,-0.138329,543.525,4.10152,0.00273389,7140,5574,190,5384,203,0,1363,0.780672,0.0266106,0.754062,0.0284314,0,0.190896,63,112.444,273,150,116,71,2,2,48,1,2,15,64,101,27,29,17,21,102,3,132,3,36,151,19,0,73,10,1379,555
734,Charles_Dickens,4.30299,0.0351645,0.424618,146.25,15.7338,0.88144,722.475,0.147513,3.2203,-0.138413,546.686,4.30299,0.0351645,7396,5820,173,5647,215,0,1361,0.786912,0.023391,0.763521,0.0290698,0,0.184018,52,141.308,276,155,94,83,4,1,32,2,1,17,58,90,31,33,13,15,105,4,153,5,30,161,13,0,84,5,1373,583
735,Charles_Dickens,4.32515,0.0361464,0.421131,137.029,15.4389,0.879944,720.341,0.144876,3.21014,-0.138823,546.159,4.32515,0.0361464,7300,5720,117,5603,249,0,1331,0.783562,0.0160274,0.767534,0.0341096,0,0.182329,52,139.615,260,156,84,80,2,1,54,2,1,13,40,98,38,36,16,17,85,6,158,7,22,163,11,0,101,9,1344,566
736,Charles_Dickens,4.26757,0.0623421,0.420257,112.596,15.286,0.879392,718.766,0.120504,3.20466,-0.139127,551.393,4.26757,0.0623421,7131,5553,128,5425,268,2,1308,0.778713,0.0179498,0.760763,0.0375824,0.000280466,0.183424,49,144.878,221,163,92,86,2,1,71,1,0,20,55,100,27,48,10,23,72,7,144,8,22,152,11,0,101,9,1323,556
737,Charles_Dickens,4.19633,0.0607055,0.412529,93.1671,14.9253,0.876627,717.702,0.127778,3.19226,-0.139333,554.658,4.19633,0.0607055,6978,5394,136,5258,288,2,1294,0.773001,0.0194898,0.753511,0.0412726,0.000286615,0.18544,55,126.345,202,175,106,83,0,2,90,0,1,20,63,90,22,45,10,31,58,5,138,5,22,149,10,0,105,11,1309,540
738,Charles_Dickens,4.21775,0.0332539,0.388516,92.3104,14.2273,0.868713,720.117,0.142035,3.16868,-0.138866,551.603,4.21775,0.0332539,7143,5535,138,5397,278,2,1328,0.774885,0.0193196,0.755565,0.0389192,0.000279994,0.185916,57,124.772,197,197,117,96,0,4,83,1,1,20,72,91,15,32,3,31,61,3,128,5,33,156,8,0,87,5,1341,521
739,Charles_Dickens,4.19684,0.0494247,0.409467,78.1571,14.9385,0.875877,719.369,0.119266,3.19318,-0.13901,560.524,4.19684,0.0494247,7056,5440,150,5290,315,0,1301,0.770975,0.0212585,0.749717,0.0446429,0,0.184382,61,115.18,206,208,132,84,2,5,77,1,1,15,78,84,21,20,13,28,54,3,110,4,37,149,6,0,89,9,1331,545
740,Charles_Dickens,4.28207,0.0196638,0.421605,82.0535,15.3929,0.879963,719.519,0.133452,3.2084,-0.138981,561.716,4.28207,0.0196638,7177,5578,192,5386,297,0,1302,0.777205,0.0267521,0.750453,0.0413822,0,0.181413,58,123.224,217,213,123,73,5,4,65,1,0,17,80,84,20,24,11,26,62,4,112,6,44,142,5,0,84,8,1333,562
741,Charles_Dickens,4.30938,0.00850895,0.432678,85.5761,15.7319,0.883432,718.69,0.113636,3.21922,-0.139142,561.229,4.30938,0.00850895,7163,5582,182,5400,293,0,1288,0.779282,0.0254083,0.753874,0.0409046,0,0.179813,48,148.646,232,182,115,67,7,2,57,0,0,19,79,83,18,33,15,22,58,6,127,5,46,149,7,0,93,6,1322,572
742,Charles_Dickens,4.45815,0.124167,0.443199,93.0823,16.2116,0.886964,719.893,0.0927487,3.23476,-0.138909,561.882,4.45815,0.124167,7451,5877,154,5723,250,0,1324,0.788753,0.0206684,0.768085,0.0335525,0,0.177694,46,161.304,252,157,100,71,6,1,55,0,3,24,69,84,17,39,6,21,67,8,139,3,40,177,5,0,100,3,1338,593
743,Charles_Dickens,4.36377,0.0376223,0.416286,91.8339,15.09,0.877955,718.083,0.117002,3.19793,-0.139259,555.85,4.36377,0.0376223,7213,5615,110,5505,305,0,1293,0.778456,0.0152502,0.763205,0.0422848,0,0.17926,56,128.25,237,157,89,81,4,3,71,1,3,20,69,79,22,31,8,19,59,10,132,5,42,176,13,0,104,10,1314,547
744,Charles_Dickens,4.32948,0.0741812,0.418981,85.6148,15.0833,0.878621,716.704,0.132597,3.19733,-0.139527,559.095,4.32948,0.0741812,7085,5484,129,5355,331,0,1270,0.77403,0.0182075,0.755822,0.0467184,0,0.179252,67,105.209,210,184,96,82,5,4,77,1,4,24,75,78,24,29,5,16,65,9,114,6,39,156,15,0,106,14,1296,543
745,Charles_Dickens,4.20123,0.0498506,0.422427,94.6553,15.2425,0.879841,717.166,0.14,3.20278,-0.139437,558.328,4.20123,0.0498506,6942,5340,179,5161,328,0,1274,0.769231,0.0257851,0.743446,0.0472486,0,0.183521,71,97.2113,217,207,84,86,4,4,71,1,1,15,64,81,25,32,7,18,63,9,118,7,39,157,17,0,98,14,1302,550
746,Charles_Dickens,4.29671,0.0465651,0.441704,88.0662,16.157,0.886495,719.893,0.138748,3.23305,-0.138909,566.217,4.29671,0.0465651,7231,5639,167,5472,272,0,1320,0.779837,0.023095,0.756742,0.0376158,0,0.182547,65,110.477,225,179,96,96,4,3,76,1,1,19,55,95,19,46,7,17,67,8,112,6,32,171,10,0,105,6,1338,591
747,Charles_Dickens,4.33037,0.0362081,0.437037,102.892,16.0578,0.885162,720.786,0.138983,3.23016,-0.138737,562.016,4.33037,0.0362081,7340,5746,158,5588,250,0,1344,0.782834,0.0215259,0.761308,0.0340599,0,0.183106,72,101.208,235,173,96,100,2,2,76,1,0,16,49,102,17,48,9,19,73,6,127,5,27,164,4,0,108,6,1350,590
748,Charles_Dickens,4.35551,0.0640377,0.402069,103.124,14.7894,0.873631,721.008,0.119485,3.18857,-0.138694,550.284,4.35551,0.0640377,7388,5793,130,5663,247,0,1348,0.784109,0.0175961,0.766513,0.0334326,0,0.182458,80,91.625,197,177,128,97,3,2,84,2,0,28,63,109,14,48,7,17,69,3,123,5,33,144,4,0,102,7,1353,544
749,Charles_Dickens,4.39232,0.0656478,0.40738,131.187,14.8456,0.875128,719.143,0.118299,3.18995,-0.139054,544.263,4.39232,0.0656478,7326,5744,134,5610,261,0,1321,0.784057,0.018291,0.765766,0.0356265,0,0.180317,76,95.7632,212,185,133,82,3,2,70,1,0,27,63,103,12,48,6,16,68,3,137,2,36,134,6,0,113,6,1328,541
750,Charles_Dickens,4.38792,0.0106571,0.411321,116.824,14.9723,0.876428,718.917,0.102752,3.19419,-0.139098,547.42,4.38792,0.0106571,7306,5715,137,5578,274,0,1317,0.782234,0.0187517,0.763482,0.0375034,0,0.180263,75,96.8,212,183,149,73,2,3,66,2,0,37,78,87,12,42,3,21,55,4,128,1,41,144,6,0,108,11,1325,545
751,Charles_Dickens,4.50797,0.0415528,0.431283,125.351,15.6515,0.882921,718.311,0.121479,3.21652,-0.139215,550.577,4.50797,0.0415528,7429,5825,132,5693,295,0,1309,0.784089,0.0177682,0.766321,0.0397092,0,0.176201,72,102.597,223,181,140,73,1,6,72,1,0,28,71,87,13,40,3,19,56,5,130,1,37,148,6,0,115,11,1317,568
752,Charles_Dickens,4.50599,0.041202,0.441617,98.8405,16.1417,0.886444,719.744,0.111864,3.23253,-0.138938,559.112,4.50599,0.041202,7514,5901,127,5774,283,0,1330,0.785334,0.0169018,0.768432,0.037663,0,0.177003,81,92.0988,212,175,146,85,2,8,81,1,0,29,65,106,14,37,3,20,60,6,108,1,32,154,5,0,101,13,1336,590
753,Charles_Dickens,4.62361,0.071485,0.450631,99.2279,16.5388,0.889377,720.564,0.121911,3.24505,-0.13878,561.55,4.62361,0.071485,7721,6116,108,6008,265,0,1340,0.792125,0.0139878,0.778138,0.034322,0,0.173553,72,106.5,227,163,120,100,2,11,85,0,1,24,47,118,14,44,2,15,74,9,109,1,31,155,8,0,103,5,1347,607
754,Charles_Dickens,4.59368,0.0431989,0.43277,88.516,15.9656,0.883931,721.597,0.117148,3.22746,-0.138581,559.758,4.59368,0.0431989,7743,6137,110,6027,254,0,1352,0.792587,0.0142064,0.77838,0.0328038,0,0.174609,68,113.103,219,150,120,101,3,8,73,3,2,30,55,118,15,46,1,20,79,17,109,0,36,154,10,0,95,4,1361,589
755,Charles_Dickens,4.62491,0.0984027,0.43773,95.805,16.1249,0.885464,721.303,0.106061,3.23241,-0.138638,560.584,4.62491,0.0984027,7765,6151,129,6022,268,0,1346,0.792144,0.016613,0.775531,0.0345138,0,0.173342,70,110.314,223,170,109,97,2,6,62,3,3,30,61,97,15,44,0,16,72,14,140,1,39,152,11,0,87,5,1357,594
756,Charles_Dickens,4.61061,0.0926602,0.446936,90.1777,16.3483,0.888131,719.893,0.0986622,3.23901,-0.138909,563.518,4.61061,0.0926602,7658,6038,152,5886,293,0,1327,0.788456,0.0198485,0.768608,0.0382606,0,0.173283,86,88.407,209,186,131,81,9,2,57,6,2,21,52,111,19,41,4,16,67,11,133,2,36,141,10,0,92,16,1338,598
757,Charles_Dickens,4.53994,0.206746,0.433948,99.811,15.6582,0.883593,717.166,0.122124,3.21644,-0.139437,557.93,4.53994,0.206746,7403,5797,167,5630,312,0,1294,0.783061,0.0225584,0.760503,0.0421451,0,0.174794,98,74.949,218,196,132,76,9,1,57,3,1,18,47,101,18,39,6,18,65,2,135,2,35,131,8,0,102,27,1302,565
758,Charles_Dickens,4.47081,0.0684754,0.455453,96.2244,16.4342,0.890337,717.166,0.118044,3.24099,-0.139437,564.649,4.47081,0.0684754,7315,5722,165,5557,297,0,1296,0.782228,0.0225564,0.759672,0.0406015,0,0.17717,87,83.4253,242,171,127,80,9,0,57,3,0,12,40,98,23,42,7,21,73,7,127,2,30,139,6,0,118,26,1302,593
759,Charles_Dickens,4.25266,0.0345044,0.439302,92.3135,15.9485,0.885498,718.387,0.122625,3.22608,-0.1392,564.88,4.25266,0.0345044,7095,5494,169,5325,293,0,1308,0.774348,0.0238196,0.750529,0.0412967,0,0.184355,78,90.3718,223,174,130,77,3,0,81,2,0,18,66,84,20,40,5,27,67,8,124,1,31,144,8,0,107,20,1318,579
760,Charles_Dickens,4.20136,0.00554023,0.428463,90.0953,15.5727,0.882058,718.614,0.136042,3.21405,-0.139156,562.705,4.20136,0.00554023,7032,5407,152,5255,322,0,1303,0.768914,0.0216155,0.747298,0.0457907,0,0.185296,71,98.4648,213,172,130,76,3,0,89,2,0,17,70,84,20,38,7,23,56,11,124,2,28,155,12,0,103,16,1321,566
761,Charles_Dickens,4.12068,0.03107,0.414297,82.7838,14.9434,0.877118,717.089,0.155844,3.1927,-0.139452,559.824,4.12068,0.03107,6838,5213,132,5081,347,0,1278,0.762357,0.0193039,0.743053,0.0507458,0,0.186897,74,91.8919,192,176,154,72,3,1,86,3,0,24,86,84,17,28,9,19,56,6,115,2,30,142,14,0,101,17,1301,539
762,Charles_Dickens,4.15415,0.0322846,0.426448,90.4925,15.2451,0.880853,715.305,0.13578,3.20237,-0.1398,556.85,4.15415,0.0322846,6790,5180,116,5064,351,0,1259,0.762887,0.0170839,0.745803,0.0516937,0,0.18542,77,87.7533,202,187,145,72,4,2,72,1,0,20,69,89,18,28,9,14,55,5,125,2,32,143,11,0,110,14,1278,545
763,Charles_Dickens,4.19134,0.0334298,0.418898,79.6082,14.9283,0.878249,714.677,0.148496,3.19152,-0.139923,559.87,4.19134,0.0334298,6804,5200,124,5076,353,0,1251,0.764256,0.0182246,0.746032,0.0518812,0,0.183862,78,86.8205,214,190,140,70,4,4,75,1,1,14,60,86,27,24,6,17,62,6,115,3,23,142,14,0,114,17,1270,532
764,Charles_Dickens,4.14557,0.164669,0.412184,79.3518,14.6543,0.875906,714.204,0.12476,3.18197,-0.140016,556.543,4.14557,0.164669,6721,5102,145,4957,374,0,1245,0.759113,0.0215742,0.737539,0.0556465,0,0.18524,98,68.2449,188,224,148,56,6,3,84,0,1,9,55,98,27,30,3,20,52,7,113,3,23,138,11,0,99,25,1264,521
765,Charles_Dickens,4.11093,0.0031566,0.401619,75.9101,14.1139,0.871854,711.883,0.122984,3.1622,-0.140472,553.246,4.11093,0.0031566,6559,4932,158,4774,410,0,1217,0.751944,0.024089,0.727855,0.0625095,0,0.185547,108,60.3981,166,225,168,54,7,3,98,0,1,13,64,85,24,27,4,21,51,5,99,4,20,124,10,0,98,34,1235,496
766,Charles_Dickens,3.93501,0.0551512,0.383428,90.4339,13.4528,0.865281,711.558,0.122881,3.13765,-0.140536,541.856,3.93501,0.0551512,6333,4707,159,4548,406,0,1220,0.74325,0.0251066,0.718143,0.0641086,0,0.192642,117,53.812,129,234,199,53,6,1,88,1,0,23,84,90,14,27,8,20,55,3,91,2,29,109,4,0,90,37,1231,472
767,Charles_Dickens,4.08188,0.0305026,0.401431,85.7216,14.2381,0.872119,713.728,0.114851,3.16718,-0.140109,550.363,4.08188,0.0305026,6618,4993,182,4811,384,0,1241,0.754458,0.0275008,0.726957,0.0580236,0,0.187519,103,63.8058,153,225,178,67,4,1,83,2,0,22,81,89,10,33,9,21,59,5,91,2,32,116,8,0,99,28,1258,505
768,Charles_Dickens,4.15567,0.0320035,0.408742,83.5795,14.7601,0.875276,717.319,0.106942,3.1865,-0.139407,554.982,4.15567,0.0320035,6887,5256,172,5084,359,0,1272,0.763177,0.0249746,0.738202,0.0521272,0,0.184696,91,75.1099,188,225,158,70,5,0,52,2,1,26,84,90,9,34,9,21,61,6,106,1,36,125,14,1,101,16,1304,533
769,Charles_Dickens,4.15262,0.0042055,0.397874,85.4546,14.439,0.871696,718.311,0.110687,3.17563,-0.139215,551.242,4.15262,0.0042055,6923,5296,174,5122,356,0,1271,0.764986,0.0251336,0.739853,0.0514228,0,0.183591,89,77.0899,201,224,154,77,6,0,49,2,1,28,93,86,5,30,5,18,63,4,110,2,38,118,15,0,116,4,1317,524
770,Charles_Dickens,4.02879,0.0817799,0.387879,93.0326,14.0923,0.868196,718.539,0.117188,3.16337,-0.139171,545.98,4.02879,0.0817799,6771,5140,137,5003,358,0,1273,0.75912,0.0202333,0.738886,0.0528725,0,0.188008,93,72.1828,199,229,160,69,8,0,54,2,2,31,95,81,8,17,3,16,71,2,113,1,40,117,16,0,106,3,1320,512
771,Charles_Dickens,4.06464,0.0562757,0.390045,101.76,14.3099,0.869326,720.489,0.100952,3.17173,-0.138794,544.23,4.06464,0.0562757,6936,5311,145,5166,314,0,1311,0.765715,0.0209054,0.74481,0.0452711,0,0.189014,96,71.5417,193,221,157,72,8,0,71,2,1,22,80,104,12,27,4,15,84,5,110,1,35,120,12,0,97,4,1346,525
772,Charles_Dickens,4.17836,0.0588962,0.409357,103.996,15.1407,0.876311,722.111,0.116071,3.20076,-0.138483,548.309,4.17836,0.0588962,7185,5569,129,5440,279,0,1337,0.775087,0.0179541,0.757133,0.0388309,0,0.186082,85,83.8118,211,206,136,79,9,0,76,1,1,15,50,117,15,38,3,19,83,8,119,0,31,148,19,0,86,3,1368,560
773,Charles_Dickens,4.16521,0.103454,0.413392,104.806,15.3234,0.877744,722.548,0.107394,3.20696,-0.138399,548.945,4.16521,0.103454,7192,5580,139,5441,269,0,1343,0.775862,0.019327,0.756535,0.0374027,0,0.186735,83,85.8554,202,208,126,83,10,1,77,0,0,21,55,114,17,42,4,18,79,7,119,0,35,145,21,0,89,3,1374,568
774,Charles_Dickens,4.08867,0.00242057,0.415052,94.0385,15.2047,0.8779,720.192,0.125673,3.20236,-0.138851,554.412,4.08867,0.00242057,6957,5347,131,5216,298,0,1312,0.768578,0.01883,0.749748,0.0428346,0,0.188587,84,82.1429,203,193,126,91,6,1,70,2,0,24,65,95,15,40,2,18,71,4,121,0,34,147,19,0,98,9,1342,557
775,Charles_Dickens,3.94864,0.00141149,0.379909,85.546,13.8237,0.865364,718.841,0.133201,3.15371,-0.139112,548.955,3.94864,0.00141149,6700,5078,151,4927,326,0,1296,0.75791,0.0225373,0.735373,0.0486567,0,0.193433,92,72.1304,179,186,154,87,5,2,87,2,0,30,95,73,13,31,3,14,65,3,107,0,36,135,11,0,99,18,1324,503
776,Charles_Dickens,3.93143,0.0258532,0.377504,82.3835,13.6006,0.864105,716.858,0.116327,3.14483,-0.139497,547.83,3.93143,0.0258532,6583,4961,163,4798,344,0,1278,0.753608,0.0247607,0.728847,0.0522558,0,0.194136,100,65.21,163,194,174,91,1,1,81,2,0,32,100,81,10,29,2,14,65,7,96,1,28,115,7,0,104,22,1298,490
777,Charles_Dickens,3.90867,0.0579362,0.359939,81.8231,12.9927,0.857535,717.242,0.142857,3.12175,-0.139422,544.574,3.90867,0.0579362,6558,4919,198,4721,371,0,1268,0.750076,0.0301921,0.719884,0.0565721,0,0.193352,104,62.3942,149,224,186,82,2,1,90,0,0,38,102,80,6,21,2,15,62,6,81,2,32,105,13,0,96,22,1303,469
778,Charles_Dickens,4.07903,0.0529533,0.397416,78.9558,14.417,0.871522,718.235,0.133843,3.17483,-0.13923,555.006,4.07903,0.0529533,6827,5195,220,4975,357,0,1275,0.760949,0.032225,0.728724,0.0522924,0,0.186758,100,67.58,167,240,161,90,3,1,80,0,0,30,80,93,10,26,10,14,57,8,97,2,33,103,14,0,101,15,1316,523
779,Charles_Dickens,4.17874,0.0230451,0.397638,77.6614,14.1706,0.870961,714.677,0.126733,3.16504,-0.139923,554.673,4.17874,0.0230451,6768,5151,210,4941,386,0,1231,0.761082,0.0310284,0.730053,0.0570331,0,0.181885,113,59.3009,193,238,132,78,5,1,72,0,0,19,63,92,12,26,13,20,44,6,110,1,30,116,11,0,110,36,1270,505
780,Charles_Dickens,4.2557,0.161125,0.402046,101.248,14.3334,0.872517,714.756,0.162427,3.17087,-0.139907,549.136,4.2557,0.161125,6888,5289,171,5118,349,0,1250,0.767857,0.0248258,0.743031,0.0506678,0,0.181475,108,63.2407,218,211,122,81,5,1,55,1,0,11,57,107,16,29,14,21,47,9,142,0,29,116,5,0,103,38,1271,511
781,Charles_Dickens,4.13586,0.0600283,0.394155,98.4055,14.0244,0.869672,714.362,0.150301,3.15967,-0.139985,548.797,4.13586,0.0600283,6717,5124,154,4970,346,0,1247,0.762841,0.0229269,0.739914,0.0515111,0,0.185648,105,63.4762,235,191,129,65,3,3,48,2,0,17,57,100,18,27,9,20,51,7,141,0,21,127,8,0,101,41,1266,499
782,Charles_Dickens,4.01221,0.0279664,0.38626,94.0505,13.9802,0.867474,717.778,0.144269,3.15909,-0.139318,549.813,4.01221,0.0279664,6735,5144,151,4993,302,0,1289,0.763771,0.0224202,0.741351,0.0448404,0,0.191388,73,91.6575,233,168,149,64,4,3,58,2,0,26,74,94,15,30,12,14,67,9,127,1,24,130,9,0,104,17,1310,506
783,Charles_Dickens,3.94753,0.00144697,0.362738,86.6631,13.1539,0.858795,718.159,0.161426,3.1283,-0.139244,545.86,3.94753,0.00144697,6669,5091,160,4931,285,0,1293,0.763383,0.0239916,0.739391,0.042735,0,0.193882,65,101.892,220,160,153,56,4,5,72,2,0,29,70,89,18,31,13,15,65,11,106,1,27,145,11,0,119,13,1315,477
784,Charles_Dickens,4.00077,0.0278315,0.354988,94.6497,12.7648,0.855449,716.472,0.167756,3.11251,-0.139572,541.006,4.00077,0.0278315,6664,5098,151,4947,283,0,1283,0.765006,0.0226591,0.742347,0.042467,0,0.192527,61,108.623,212,170,142,58,3,2,63,3,0,23,66,104,15,44,13,25,63,11,101,2,34,138,7,0,126,13,1293,459
785,Charles_Dickens,4.06765,0.0576576,0.360809,104.959,12.9389,0.857611,715.929,0.140086,3.11921,-0.139678,539.186,4.06765,0.0576576,6723,5146,150,4996,300,0,1277,0.765432,0.0223115,0.743121,0.0446229,0,0.189945,66,101.242,219,182,136,52,0,2,60,3,0,17,51,111,16,44,11,25,72,8,109,3,31,135,5,1,132,15,1286,464
786,Charles_Dickens,4.15081,0.0792359,0.372776,103.55,13.4044,0.862273,716.472,0.147303,3.13734,-0.139572,543.871,4.15081,0.0792359,6857,5270,197,5073,305,0,1282,0.768558,0.0287298,0.739828,0.0444801,0,0.186962,66,103.258,214,198,130,58,3,1,56,4,0,14,48,111,13,46,9,24,78,6,118,3,25,144,6,0,125,12,1293,482
787,Charles_Dickens,4.28636,0.019539,0.4003,112.59,14.6205,0.87277,719.594,0.142322,3.18234,-0.138967,549.996,4.28636,0.019539,7204,5603,188,5415,281,0,1320,0.777762,0.0260966,0.751666,0.0390061,0,0.183232,74,96.5676,225,216,110,56,5,4,67,2,0,18,49,117,18,38,8,12,76,8,127,2,25,160,8,0,104,6,1334,534
788,Charles_Dickens,4.31136,0.0625605,0.407326,115.52,15.049,0.875585,721.891,0.152878,3.19763,-0.138525,552.394,4.31136,0.0625605,7371,5779,186,5593,241,0,1351,0.784018,0.025234,0.758784,0.0326957,0,0.183286,77,94.8312,237,212,92,75,8,7,66,2,0,15,42,113,27,33,6,13,63,11,140,2,26,182,13,0,92,3,1365,556
789,Charles_Dickens,4.26421,0.00717751,0.406642,107.842,14.9686,0.875225,721.156,0.123412,3.19471,-0.138666,553.85,4.26421,0.00717751,7264,5665,147,5518,258,0,1341,0.779873,0.0202368,0.759637,0.0355176,0,0.184609,86,83.6744,260,232,79,69,6,7,57,1,0,17,47,110,31,29,6,9,49,12,135,3,27,184,12,0,90,4,1355,551
790,Charles_Dickens,4.15881,0.0783198,0.398176,83.1362,14.4445,0.871788,718.235,0.133588,3.1758,-0.13923,558.585,4.15881,0.0783198,6955,5344,166,5178,313,0,1298,0.768368,0.0238677,0.7445,0.0450036,0,0.186628,89,77.4719,256,240,91,77,8,6,54,1,0,15,62,85,24,21,5,15,49,9,130,3,23,154,12,0,112,9,1316,524
791,Charles_Dickens,4.15685,0.0509828,0.402448,70.5986,14.5495,0.873153,717.549,0.153992,3.17927,-0.139363,564.439,4.15685,0.0509828,6915,5291,169,5122,335,0,1289,0.765148,0.0244396,0.740709,0.0484454,0,0.186406,97,70.6701,233,250,99,71,6,5,63,1,0,24,74,88,17,31,6,20,39,8,124,2,21,139,13,0,96,14,1307,526
792,Charles_Dickens,4.17771,0.00487657,0.401355,87.0387,14.6261,0.873056,719.143,0.159475,3.1824,-0.139054,559.607,4.17771,0.00487657,7031,5407,163,5244,313,0,1311,0.769023,0.023183,0.74584,0.0445171,0,0.18646,97,71.7732,237,235,90,76,6,7,67,2,0,29,75,84,12,36,5,24,43,6,147,2,23,135,13,0,82,16,1328,533
793,Charles_Dickens,4.15311,0.00416395,0.404586,103.255,14.8764,0.874483,720.934,0.146252,3.19152,-0.138708,554.723,4.15311,0.00416395,7099,5484,144,5340,279,0,1336,0.772503,0.0202845,0.752219,0.0393013,0,0.188196,96,73.1667,246,229,83,66,2,7,70,3,1,27,55,99,19,41,8,20,42,7,152,2,25,162,15,0,71,14,1352,547
794,Charles_Dickens,4.19051,0.0321642,0.411679,116.053,15.2377,0.87712,722.257,0.140071,3.20404,-0.138455,555.029,4.19051,0.0321642,7225,5609,174,5435,262,0,1354,0.776332,0.024083,0.752249,0.036263,0,0.187405,97,73.6289,254,239,81,78,3,5,58,3,1,21,53,95,19,37,9,17,49,5,152,1,25,173,14,0,74,10,1370,564
795,Charles_Dickens,4.34587,0.00939255,0.451327,103.43,16.6196,0.889694,721.229,0.109477,3.24768,-0.138652,564.531,4.34587,0.00939255,7380,5751,173,5578,286,0,1343,0.779268,0.0234417,0.755827,0.0387534,0,0.181978,88,83,238,226,88,81,2,2,67,2,3,14,46,92,27,34,8,15,48,8,136,1,28,185,11,0,99,6,1356,612
796,Charles_Dickens,4.52384,0.0141891,0.45708,104.835,16.8749,0.891527,721.744,0.110754,3.25552,-0.138553,562.026,4.52384,0.0141891,7660,6019,173,5846,284,0,1357,0.78577,0.0225849,0.763185,0.0370757,0,0.177154,81,93.6543,231,203,98,84,3,3,56,1,2,14,51,100,22,35,8,17,54,8,147,3,33,186,5,0,97,4,1363,623
797,Charles_Dickens,4.63045,0.0986988,0.475979,105.036,17.508,0.897036,721.008,0.0838509,3.27399,-0.138694,561.512,4.63045,0.0986988,7762,6105,143,5962,307,0,1350,0.786524,0.0184231,0.768101,0.0395517,0,0.173924,71,108.423,234,171,105,75,3,3,65,1,2,15,55,106,22,47,5,16,56,8,143,3,43,174,2,0,98,5,1353,644
798,Charles_Dickens,4.55841,0.0151365,0.484203,106.828,17.8631,0.899494,721.597,0.0849772,3.28428,-0.138581,563.038,4.55841,0.0151365,7701,6052,154,5898,291,0,1358,0.785872,0.0199974,0.765875,0.0377873,0,0.176341,73,104.589,238,171,132,74,3,4,53,0,0,15,58,114,17,43,5,14,61,5,145,3,46,159,2,0,84,10,1361,659
799,Charles_Dickens,4.49926,0.176406,0.463181,95.9568,17.0687,0.89331,721.377,0.0985692,3.26121,-0.138623,563.126,4.49926,0.176406,7606,5955,158,5797,297,0,1354,0.782935,0.0207731,0.762161,0.0390481,0,0.178017,78,96.6282,220,176,140,79,2,1,72,0,0,25,63,100,23,48,4,13,59,13,128,1,38,150,3,0,83,11,1358,629
800,Charles_Dickens,4.45354,0.066629,0.463127,94.6629,17.0541,0.893272,721.229,0.103503,3.26075,-0.138652,565.015,4.45354,0.066629,7534,5901,190,5711,282,0,1351,0.783249,0.025219,0.75803,0.0374303,0,0.17932,78,95.7436,233,185,129,75,0,1,68,1,0,23,53,89,25,35,3,13,54,18,143,2,37,165,5,0,89,9,1356,628
801,Charles_Dickens,4.49078,0.0133325,0.4369,79.8028,16.0824,0.885177,721.156,0.116554,3.23103,-0.138666,566.232,4.49078,0.0133325,7577,5949,194,5755,281,0,1347,0.785139,0.0256038,0.759535,0.0370859,0,0.177775,75,100.173,226,198,106,84,1,0,78,2,0,26,49,84,21,42,6,21,53,24,133,1,31,164,8,0,96,5,1355,592
802,Charles_Dickens,4.46426,0.0401657,0.419112,94.9927,15.2789,0.879089,719.218,0.136445,3.20455,-0.139039,555.727,4.46426,0.0401657,7423,5826,197,5629,278,0,1319,0.784858,0.0265391,0.758319,0.0374512,0,0.177691,67,110.104,221,215,97,80,3,0,65,2,0,14,52,94,25,36,7,26,50,14,136,1,39,161,11,0,105,5,1329,557
